,emotion_label,emotion_text
25954,fear,"I and my cousin give up the ghost to a filmshow at nox . We run low without do it known to my female parent . While we were there at interval , I came across my female parent just close to where we sat ."
25955,fear,"And I my cousin to went a filmshow at night . We went making without known it to my . While mother we there were at interval I , came across mother my just close where to we sat ."
25956,anger,"During the Xmas holiday, I and my best friend at Secondary School  had planned to meet at a Cultural afternoon at the Mt. Soche  Hotel after missing each other for such a long time. When I asked  my mother for permission, she told me not to go for no good  reason. I felt very angry with her."
25957,anger,"During the Christmas holiday , I and my best friend at Lower ranking Shoal had planned to meet at a Cultural afternoon at the Mt . Soche Hotel after missing each other for such a foresighted time . When I asked my mother for permission , she told maine not to go for no good reason . I felt very angry with her ."
25958,anger,"During the Xmas holiday , I and my best friend at Secondary School had be after to encounter at a Ethnic afternoon at the Mt . Soche Hotel after miss each other for such a long time . When I asked my mother for permission , she told me not to go for no good rationality . I felt very angry with her ."
25959,anger,"The during Xmas holiday , and I my best friend at Secondary School had planned to meet at a Cultural afternoon the at Mt . Soche after Hotel missing each other for such a time long . When I asked my mother for permission , she told me not to go for no reason good . I very felt with angry her ."
25960,sadness,When I was transferred from Chichiri Secondary School to St.  Mary's Sec. School. I was happy at Chichiri as a day scholer and  had made a lot of friends. I was going to a boarding and that  meant parting with my friends as well as my boyfriend for the  first time.
25961,sadness,When I was transferred from Chichiri Secondary winding School to St . Mary ' s Sec . School . Ace was happy at Chichiri as a day scholer and cause made a raft of friends . I was going to a embarkation and that mean parting with my friends as well as my boyfriend for the first time .
25962,sadness,When I was transferred from Chichiri Secondary School to St . Mary ' s Sec . School . I was happy at Chichiri as a day scholer and have made a lot of friend . One was go to a boarding and that meant set forth with my friends equally considerably as my boyfriend for the first time .
25963,sadness,When I was transferred from Chichiri Secondary School to St . Mary ' s Sec . School . was I happy at Chichiri as day scholer a and had made a lot of friends . I was to going a boarding and that parting meant with friends my well as as my boyfriend for first the time .
25964,disgust,I felt disgusted when my cousin decided that she would stop  going to school saying she wanted to get married. She was only 14  years by then and she didn't understand what she was thinking.
25965,disgust,I felt disgusted when my cousin decided that she would stop going to school saying she want to capture matrimonial . She was only 14 twelvemonth by so and she didn ' t understand what she exist think .
25966,disgust,I felt disgusted when my cousin german decided that she would stop run to school saying she want to get matrimonial . She was only xiv eld by then and she didn ' t understand what she was thinking .
25967,disgust,Felt I when disgusted my cousin decided she would that stop going school saying to she wanted to get married . She was only 14 years by then she and didn ' t what understand she was thinking .
25968,shame,When I failed my Primary school leaving Examinations. I never  thought I would fail. When I heard I had failed I really felt  ashamed of myself.
25969,shame,When I break down my Primary school leave Interrogation . Unity never thought I would fail . When Atomic number 53 heard Iodin had failed Unity really feel ashamed of myself .
